@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
2720,'2017/04/09 16:42:00:901',23,0.662659,-0.187805,0.101257,-0.717834,-1.519068,0.135845,-0.409273,1,-1
2721,'2017/04/09 16:42:00:918',23,0.662659,-0.187683,0.101074,-0.717957,-1.518979,0.13596,-0.408836,1,-1
2722,'2017/04/09 16:42:00:941',23,0.662781,-0.187439,0.10083,-0.717896,-1.519118,0.135885,-0.408129,1,-1
2723,'2017/04/09 16:42:00:961',23,0.662842,-0.187134,0.100769,-0.717957,-1.519055,0.135535,-0.407605,1,-1
2724,'2017/04/09 16:42:00:977',23,0.662659,-0.186829,0.100708,-0.718262,-1.518339,0.135326,-0.407041,1,-1
2725,'2017/04/09 16:42:00:999',23,0.662598,-0.186584,0.100464,-0.718384,-1.517989,0.135357,-0.406306,1,-1
2726,'2017/04/09 16:42:01:021',23,0.662476,-0.186401,0.10022,-0.718567,-1.517522,0.135512,-0.405654,1,-1
2727,'2017/04/09 16:42:01:037',23,0.662231,-0.186218,0.100403,-0.718811,-1.516733,0.135143,-0.405609,1,-1
2728,'2017/04/09 16:42:01:058',23,0.662109,-0.186035,0.100525,-0.718994,-1.516274,0.134807,-0.405504,1,-1
2729,'2017/04/09 16:42:01:081',23,0.662231,-0.185791,0.100403,-0.718933,-1.516416,0.134569,-0.40498,1,-1
2730,'2017/04/09 16:42:01:098',23,0.66217,-0.185425,0.100281,-0.719055,-1.515977,0.134258,-0.404242,1,-1
2731,'2017/04/09 16:42:01:119',23,0.662109,-0.185364,0.100159,-0.719177,-1.515769,0.134391,-0.403968,1,-1
2732,'2017/04/09 16:42:01:149',23,0.66217,-0.185303,0.099854,-0.719177,-1.515885,0.134698,-0.403441,1,-1
2733,'2017/04/09 16:42:01:157',23,0.66217,-0.185181,0.099487,-0.719238,-1.515789,0.135033,-0.402719,1,-1
2734,'2017/04/09 16:42:01:180',23,0.662231,-0.18512,0.099121,-0.719299,-1.515908,0.135444,-0.402112,1,-1
2735,'2017/04/09 16:42:01:201',23,0.662231,-0.184998,0.098694,-0.71936,-1.515811,0.135861,-0.4013,1,-1
2736,'2017/04/09 16:42:01:217',23,0.662231,-0.184753,0.09845,-0.719482,-1.51563,0.135878,-0.400586,1,-1
2737,'2017/04/09 16:42:01:239',23,0.662354,-0.18457,0.098206,-0.719421,-1.515818,0.135892,-0.399974,1,-1
2738,'2017/04/09 16:42:01:262',23,0.662537,-0.184448,0.097961,-0.719299,-1.516216,0.135959,-0.399464,1,-1
2739,'2017/04/09 16:42:01:277',23,0.662537,-0.184448,0.098022,-0.719299,-1.516217,0.135878,-0.399555,1,-1
2740,'2017/04/09 16:42:01:299',23,0.662537,-0.184143,0.097961,-0.719421,-1.515995,0.135562,-0.399022,1,-1
2741,'2017/04/09 16:42:01:321',23,0.662781,-0.183716,0.098022,-0.719299,-1.516337,0.134766,-0.398525,1,-1
2742,'2017/04/09 16:42:01:337',23,0.662781,-0.183655,0.098022,-0.719299,-1.516291,0.134677,-0.398432,1,-1
2743,'2017/04/09 16:42:01:360',23,0.662781,-0.183594,0.098083,-0.719299,-1.516247,0.134507,-0.39843,1,-1
2744,'2017/04/09 16:42:01:381',23,0.662842,-0.183594,0.098145,-0.719238,-1.516411,0.134391,-0.398531,1,-1
2745,'2017/04/09 16:42:01:397',23,0.662842,-0.183533,0.098145,-0.719238,-1.516366,0.134302,-0.398438,1,-1
2746,'2017/04/09 16:42:01:419',23,0.662903,-0.183533,0.098206,-0.719238,-1.516535,0.134209,-0.39855,1,-1
2747,'2017/04/09 16:42:01:441',23,0.662903,-0.183228,0.098145,-0.719299,-1.516309,0.13387,-0.398006,1,-1
2748,'2017/04/09 16:42:05:619',24,0.603088,-0.308167,-0.099731,-0.728943,-1.470088,0.605977,-0.278934,1,1
2749,'2017/04/09 16:42:05:633',24,0.603149,-0.308228,-0.099731,-0.728943,-1.470366,0.6061,-0.279089,1,1
2750,'2017/04/09 16:42:05:656',24,0.603149,-0.308167,-0.099731,-0.728943,-1.470277,0.605992,-0.278978,1,1
2751,'2017/04/09 16:42:05:679',24,0.603149,-0.308044,-0.099426,-0.729004,-1.47013,0.605373,-0.279221,1,1
2752,'2017/04/09 16:42:05:693',24,0.603577,-0.308044,-0.098999,-0.728699,-1.47144,0.604621,-0.28027,1,1
2753,'2017/04/09 16:42:05:716',24,0.603943,-0.308167,-0.098145,-0.728516,-1.472789,0.603534,-0.282138,1,1
2754,'2017/04/09 16:42:05:740',24,0.604248,-0.307922,-0.096863,-0.728516,-1.473468,0.601295,-0.283918,1,1
2755,'2017/04/09 16:42:05:754',24,0.604431,-0.307617,-0.095825,-0.728638,-1.473679,0.59937,-0.285088,1,1
2756,'2017/04/09 16:42:05:776',24,0.604492,-0.307373,-0.09552,-0.728699,-1.473542,0.598552,-0.28515,1,1
2757,'2017/04/09 16:42:05:799',24,0.604614,-0.306885,-0.095459,-0.728821,-1.473229,0.597721,-0.284415,1,1
2758,'2017/04/09 16:42:05:813',24,0.604675,-0.306274,-0.095032,-0.729065,-1.472596,0.596215,-0.283962,1,1
2759,'2017/04/09 16:42:05:836',24,0.604797,-0.305908,-0.094727,-0.729187,-1.472481,0.595242,-0.283834,1,1
2760,'2017/04/09 16:42:05:859',24,0.605103,-0.305664,-0.094543,-0.729004,-1.473054,0.594479,-0.283933,1,1
2761,'2017/04/09 16:42:05:873',24,0.605408,-0.305359,-0.094055,-0.729004,-1.473588,0.593299,-0.284357,1,1
2762,'2017/04/09 16:42:05:896',24,0.605652,-0.305115,-0.093872,-0.728943,-1.473991,0.592613,-0.284385,1,1
2763,'2017/04/09 16:42:05:919',24,0.605957,-0.304871,-0.093872,-0.72876,-1.474552,0.592118,-0.284198,1,1
2764,'2017/04/09 16:42:05:933',24,0.606079,-0.304688,-0.093933,-0.72876,-1.474659,0.591913,-0.283856,1,1
2765,'2017/04/09 16:42:05:956',24,0.606323,-0.304077,-0.093933,-0.72876,-1.474533,0.590897,-0.282922,1,1
2766,'2017/04/09 16:42:05:979',24,0.606628,-0.30365,-0.094116,-0.728699,-1.474837,0.590439,-0.282091,1,1
2767,'2017/04/09 16:42:05:993',24,0.606934,-0.303284,-0.094299,-0.728577,-1.475221,0.590044,-0.281384,1,1
2768,'2017/04/09 16:42:06:016',24,0.607117,-0.302795,-0.094238,-0.728638,-1.475098,0.589185,-0.280711,1,1
2769,'2017/04/09 16:42:06:038',24,0.607361,-0.302307,-0.094177,-0.728577,-1.475148,0.588251,-0.280108,1,1
2770,'2017/04/09 16:42:06:053',24,0.607727,-0.302063,-0.093872,-0.728455,-1.47593,0.587372,-0.280425,1,1
2771,'2017/04/09 16:42:06:076',24,0.608093,-0.301758,-0.093445,-0.728333,-1.476633,0.586208,-0.280821,1,1
2772,'2017/04/09 16:42:06:098',24,0.608093,-0.301697,-0.093384,-0.728333,-1.476551,0.586013,-0.280806,1,1
2773,'2017/04/09 16:42:06:113',24,0.608521,-0.301514,-0.093201,-0.728149,-1.47759,0.585388,-0.281097,1,1
2774,'2017/04/09 16:42:06:136',24,0.608826,-0.301392,-0.093079,-0.727905,-1.478329,0.584888,-0.281331,1,1
2775,'2017/04/09 16:42:06:158',24,0.608826,-0.301331,-0.093018,-0.727905,-1.478246,0.584693,-0.281315,1,1
2776,'2017/04/09 16:42:06:173',24,0.608887,-0.301392,-0.093018,-0.727844,-1.478512,0.584769,-0.281481,1,1
2777,'2017/04/09 16:42:06:196',24,0.609253,-0.301208,-0.09314,-0.727661,-1.479344,0.584577,-0.281254,1,1
2778,'2017/04/09 16:42:06:218',24,0.609314,-0.300964,-0.093201,-0.727661,-1.479181,0.584254,-0.280761,1,1
2779,'2017/04/09 16:42:06:233',24,0.609497,-0.300781,-0.093384,-0.7276,-1.479463,0.584199,-0.280287,1,1
2780,'2017/04/09 16:42:06:256',24,0.609802,-0.300598,-0.093628,-0.727356,-1.480092,0.584129,-0.279842,1,1
2781,'2017/04/09 16:42:06:278',24,0.610107,-0.300354,-0.093628,-0.727173,-1.48066,0.58364,-0.279652,1,1
2782,'2017/04/09 16:42:06:293',24,0.610413,-0.299988,-0.093506,-0.727112,-1.481079,0.582848,-0.279406,1,1
2783,'2017/04/09 16:42:06:316',24,0.610779,-0.299683,-0.093567,-0.726929,-1.481744,0.582356,-0.279054,1,1
2784,'2017/04/09 16:42:06:338',24,0.611206,-0.299316,-0.093506,-0.726746,-1.48252,0.581594,-0.278823,1,1
2785,'2017/04/09 16:42:06:353',24,0.611206,-0.299255,-0.093445,-0.726746,-1.482437,0.581398,-0.278807,1,1
2786,'2017/04/09 16:42:06:376',24,0.611633,-0.298889,-0.093567,-0.726563,-1.483202,0.580905,-0.278292,1,1
2787,'2017/04/09 16:42:06:398',24,0.611633,-0.298889,-0.093567,-0.726563,-1.483202,0.580905,-0.278292,1,1
2788,'2017/04/09 16:42:06:413',24,0.611633,-0.298889,-0.093445,-0.726563,-1.483209,0.580726,-0.278481,1,1
2789,'2017/04/09 16:42:06:436',24,0.61145,-0.298828,-0.093384,-0.726685,-1.482582,0.580577,-0.278314,1,1
2790,'2017/04/09 16:42:06:458',24,0.611633,-0.298828,-0.093506,-0.726563,-1.48312,0.58071,-0.278277,1,1
2791,'2017/04/09 16:42:06:473',24,0.611511,-0.299072,-0.093262,-0.726563,-1.483104,0.580749,-0.27901,1,1
2792,'2017/04/09 16:42:06:496',24,0.611511,-0.299194,-0.092957,-0.726624,-1.483302,0.580559,-0.279689,1,1
2793,'2017/04/09 16:42:06:518',24,0.611328,-0.299316,-0.092957,-0.726685,-1.482921,0.580774,-0.27977,1,1
2794,'2017/04/09 16:42:06:534',24,0.611328,-0.299316,-0.092896,-0.726685,-1.482924,0.580685,-0.279865,1,1
2795,'2017/04/09 16:42:06:556',24,0.611267,-0.299438,-0.092773,-0.726685,-1.482917,0.580705,-0.280232,1,1
2796,'2017/04/09 16:42:06:578',24,0.611206,-0.299622,-0.092957,-0.726624,-1.482968,0.581234,-0.280249,1,1
2797,'2017/04/09 16:42:06:593',24,0.611328,-0.299683,-0.093079,-0.726563,-1.483413,0.581502,-0.280267,1,1
2798,'2017/04/09 16:42:06:616',24,0.611084,-0.299622,-0.093201,-0.726746,-1.482594,0.581651,-0.279761,1,1
2799,'2017/04/09 16:42:06:638',24,0.610962,-0.299561,-0.093445,-0.726807,-1.482126,0.581918,-0.279175,1,1
2800,'2017/04/09 16:42:06:653',24,0.61084,-0.2995,-0.093811,-0.726868,-1.48165,0.582364,-0.278401,1,1
2801,'2017/04/09 16:42:06:676',24,0.610779,-0.299438,-0.094055,-0.726929,-1.481369,0.582645,-0.277857,1,1
2802,'2017/04/09 16:42:06:698',24,0.610535,-0.299316,-0.094116,-0.727234,-1.480484,0.582686,-0.277308,1,1
2803,'2017/04/09 16:42:06:713',24,0.610352,-0.299194,-0.094299,-0.727356,-1.479754,0.582787,-0.276652,1,1
2804,'2017/04/09 16:42:06:736',24,0.610413,-0.299011,-0.094421,-0.727356,-1.479676,0.58266,-0.276175,1,1
2805,'2017/04/09 16:42:06:758',24,0.610535,-0.299011,-0.094543,-0.727295,-1.480035,0.582823,-0.276083,1,1
2806,'2017/04/09 16:42:06:773',24,0.610413,-0.299072,-0.094788,-0.727295,-1.47973,0.583258,-0.275729,1,1
2807,'2017/04/09 16:42:06:796',24,0.610474,-0.299072,-0.095032,-0.727295,-1.479902,0.583629,-0.275392,1,1
2808,'2017/04/09 16:42:06:818',24,0.610413,-0.299316,-0.095032,-0.727173,-1.480042,0.583954,-0.275816,1,1
2809,'2017/04/09 16:42:06:834',24,0.610413,-0.299561,-0.095032,-0.727051,-1.48037,0.584292,-0.276282,1,1
2810,'2017/04/09 16:42:06:856',24,0.610535,-0.299744,-0.095093,-0.726929,-1.480983,0.58464,-0.276628,1,1
2811,'2017/04/09 16:42:06:878',24,0.610535,-0.299744,-0.095032,-0.726929,-1.480987,0.584551,-0.276723,1,1
2812,'2017/04/09 16:42:06:894',24,0.61084,-0.299866,-0.094849,-0.726624,-1.482069,0.584346,-0.277505,1,1
2813,'2017/04/09 16:42:06:916',24,0.611206,-0.299988,-0.09436,-0.726379,-1.483365,0.58375,-0.278788,1,1
2814,'2017/04/09 16:42:06:938',24,0.611328,-0.300476,-0.093811,-0.726135,-1.484434,0.583647,-0.280658,1,1
2815,'2017/04/09 16:42:06:956',24,0.61145,-0.300964,-0.093384,-0.72583,-1.485488,0.583678,-0.282352,1,1
2816,'2017/04/09 16:42:06:976',24,0.611572,-0.301147,-0.093018,-0.725708,-1.48613,0.583399,-0.28336,1,1
2817,'2017/04/09 16:42:06:998',24,0.611877,-0.301147,-0.093079,-0.725464,-1.487032,0.583381,-0.283529,1,1
2818,'2017/04/09 16:42:07:014',24,0.611938,-0.301025,-0.09314,-0.725403,-1.487035,0.583228,-0.283269,1,1
2819,'2017/04/09 16:42:07:036',24,0.611694,-0.300842,-0.093445,-0.725647,-1.486038,0.583478,-0.282245,1,1
2820,'2017/04/09 16:42:07:052',24,0.611633,-0.300842,-0.093689,-0.725708,-1.485843,0.583866,-0.281812,1,1
2821,'2017/04/09 16:42:07:075',24,0.611633,-0.300842,-0.093689,-0.725708,-1.485843,0.583866,-0.281812,1,1
2822,'2017/04/09 16:42:07:096',24,0.611694,-0.300842,-0.093506,-0.725708,-1.486042,0.583612,-0.282138,1,1
2823,'2017/04/09 16:42:07:118',24,0.61145,-0.300964,-0.093445,-0.725891,-1.485492,0.583812,-0.282244,1,1
2824,'2017/04/09 16:42:07:134',24,0.611389,-0.300903,-0.093872,-0.725891,-1.485192,0.584318,-0.281431,1,1
2825,'2017/04/09 16:42:07:156',24,0.611206,-0.300598,-0.09436,-0.726074,-1.48419,0.584593,-0.279957,1,1
2826,'2017/04/09 16:42:07:172',24,0.611084,-0.300171,-0.094849,-0.726257,-1.483203,0.584669,-0.278304,1,1
2827,'2017/04/09 16:42:07:194',24,0.610962,-0.299988,-0.09552,-0.726379,-1.482542,0.585394,-0.276821,1,1
2828,'2017/04/09 16:42:07:216',24,0.61084,-0.299622,-0.095642,-0.726624,-1.481673,0.585083,-0.275833,1,1
2829,'2017/04/09 16:42:07:232',24,0.610535,-0.299438,-0.095459,-0.72699,-1.480537,0.584688,-0.275496,1,1
2830,'2017/04/09 16:42:07:254',24,0.610352,-0.2995,-0.095337,-0.727112,-1.480084,0.584662,-0.275642,1,1
2831,'2017/04/09 16:42:07:276',24,0.610535,-0.299438,-0.09491,-0.727051,-1.48058,0.583928,-0.276336,1,1
2832,'2017/04/09 16:42:07:298',24,0.610291,-0.299744,-0.09436,-0.727173,-1.480312,0.583688,-0.277543,1,1
2833,'2017/04/09 16:42:07:315',24,0.610352,-0.299744,-0.09436,-0.727173,-1.4805,0.583702,-0.277585,1,1
2834,'2017/04/09 16:42:07:336',24,0.610535,-0.2995,-0.094421,-0.727112,-1.480706,0.583364,-0.27719,1,1
2835,'2017/04/09 16:42:07:352',24,0.610535,-0.299194,-0.094543,-0.727173,-1.480276,0.583054,-0.276439,1,1
2836,'2017/04/09 16:42:07:374',24,0.610413,-0.299011,-0.094971,-0.727295,-1.479632,0.58342,-0.275335,1,1
2837,'2017/04/09 16:42:07:396',24,0.610718,-0.298767,-0.095459,-0.727112,-1.480171,0.583647,-0.274388,1,1
2838,'2017/04/09 16:42:07:412',24,0.610718,-0.298706,-0.095581,-0.727112,-1.480077,0.58372,-0.274089,1,1
2839,'2017/04/09 16:42:07:434',24,0.610657,-0.298584,-0.095581,-0.727234,-1.479734,0.58358,-0.273801,1,1
2840,'2017/04/09 16:42:07:456',24,0.610718,-0.298523,-0.095886,-0.727173,-1.479808,0.583891,-0.273272,1,1
2841,'2017/04/09 16:42:07:472',24,0.610901,-0.298279,-0.095886,-0.727112,-1.48002,0.583464,-0.272974,1,1
2842,'2017/04/09 16:42:07:495',24,0.610901,-0.298218,-0.095886,-0.727112,-1.479934,0.583358,-0.272864,1,1
2843,'2017/04/09 16:42:07:516',24,0.611084,-0.297974,-0.095947,-0.727051,-1.480143,0.58302,-0.272471,1,1
2844,'2017/04/09 16:42:07:532',24,0.611145,-0.297791,-0.096008,-0.727112,-1.480078,0.582848,-0.272076,1,1
2845,'2017/04/09 16:42:07:555',24,0.611145,-0.297729,-0.095947,-0.727112,-1.479997,0.582652,-0.272061,1,1
2846,'2017/04/09 16:42:07:576',24,0.611267,-0.297485,-0.096069,-0.727112,-1.480023,0.582434,-0.271518,1,1
2847,'2017/04/09 16:42:07:600',24,0.611328,-0.297241,-0.09613,-0.727112,-1.479865,0.582112,-0.271027,1,1
2848,'2017/04/09 16:42:07:621',24,0.611267,-0.297058,-0.096252,-0.727234,-1.47943,0.582045,-0.27044,1,1
2849,'2017/04/09 16:42:07:636',24,0.611328,-0.297058,-0.096191,-0.727234,-1.479622,0.58197,-0.270577,1,1
2850,'2017/04/09 16:42:07:652',24,0.611572,-0.296997,-0.096252,-0.727051,-1.480259,0.581879,-0.270581,1,1
2851,'2017/04/09 16:42:07:675',24,0.611572,-0.296936,-0.096252,-0.72699,-1.480165,0.581729,-0.270485,1,1
2852,'2017/04/09 16:42:07:696',24,0.611633,-0.296936,-0.096191,-0.72699,-1.480357,0.581654,-0.270622,1,1
2853,'2017/04/09 16:42:07:712',24,0.611816,-0.296814,-0.096436,-0.726868,-1.480718,0.581755,-0.270176,1,1
2854,'2017/04/09 16:42:07:734',24,0.611938,-0.29657,-0.096741,-0.726807,-1.480725,0.581762,-0.269362,1,1
2855,'2017/04/09 16:42:07:757',24,0.611877,-0.296265,-0.096924,-0.726929,-1.480117,0.581571,-0.268463,1,1
2856,'2017/04/09 16:42:07:772',24,0.611694,-0.296021,-0.097046,-0.727173,-1.479239,0.581456,-0.267657,1,1
2857,'2017/04/09 16:42:13:930',25,0.605713,0.021545,-0.402527,-0.686035,-1.267737,0.475822,0.708465,-1,1
2858,'2017/04/09 16:42:13:958',25,0.605957,0.021301,-0.402222,-0.686035,-1.268392,0.476004,0.707488,-1,1
2859,'2017/04/09 16:42:13:973',25,0.606018,0.020874,-0.401917,-0.686157,-1.268471,0.476297,0.706388,-1,1
2860,'2017/04/09 16:42:13:996',25,0.606445,0.020386,-0.401611,-0.685974,-1.269527,0.47703,0.705024,-1,1
2861,'2017/04/09 16:42:14:019',25,0.606812,0.019836,-0.401306,-0.685852,-1.270402,0.477798,0.703632,-1,1
2862,'2017/04/09 16:42:14:033',25,0.607178,0.01947,-0.400757,-0.685852,-1.27139,0.477943,0.701953,-1,1
2863,'2017/04/09 16:42:14:049',25,0.607544,0.019165,-0.400085,-0.685913,-1.272423,0.477824,0.700097,-1,1
2864,'2017/04/09 16:42:14:072',25,0.607971,0.018677,-0.399536,-0.685852,-1.273535,0.478214,0.698244,-1,1
2865,'2017/04/09 16:42:14:093',25,0.608521,0.018372,-0.398926,-0.68573,-1.275062,0.478348,0.696413,-1,1
2866,'2017/04/09 16:42:14:110',25,0.60907,0.018127,-0.398193,-0.68573,-1.276658,0.478214,0.694449,-1,1
2867,'2017/04/09 16:42:14:132',25,0.609619,0.017822,-0.397888,-0.685425,-1.27812,0.478771,0.693205,-1,1
2868,'2017/04/09 16:42:14:153',25,0.610107,0.017944,-0.397766,-0.684998,-1.279493,0.47887,0.692776,-1,1
2869,'2017/04/09 16:42:14:170',25,0.610352,0.018188,-0.397827,-0.684814,-1.280254,0.478803,0.693071,-1,1
2870,'2017/04/09 16:42:14:192',25,0.610596,0.018372,-0.398193,-0.684326,-1.280879,0.479264,0.6938,-1,1
2871,'2017/04/09 16:42:14:214',25,0.610596,0.018494,-0.398682,-0.684021,-1.280806,0.47976,0.694865,-1,1
2872,'2017/04/09 16:42:14:229',25,0.610596,0.018616,-0.398865,-0.683899,-1.280801,0.479829,0.695344,-1,1
2873,'2017/04/09 16:42:14:252',25,0.610657,0.018677,-0.398926,-0.683838,-1.280987,0.479877,0.695514,-1,1
2874,'2017/04/09 16:42:14:273',25,0.610718,0.018494,-0.398865,-0.683838,-1.281112,0.48013,0.69517,-1,1
2875,'2017/04/09 16:42:14:290',25,0.610779,0.018311,-0.398621,-0.683899,-1.28126,0.480128,0.69444,-1,1
2876,'2017/04/09 16:42:14:312',25,0.611023,0.018066,-0.398193,-0.68396,-1.281949,0.480133,0.693221,-1,1
2877,'2017/04/09 16:42:14:334',25,0.611389,0.0177,-0.397827,-0.683838,-1.282904,0.480527,0.691886,-1,1
2878,'2017/04/09 16:42:14:350',25,0.611633,0.017273,-0.397583,-0.683716,-1.283465,0.481073,0.690765,-1,1
2879,'2017/04/09 16:42:14:372',25,0.611877,0.017029,-0.3974,-0.683716,-1.284136,0.481416,0.690073,-1,1
2880,'2017/04/09 16:42:14:395',25,0.612122,0.016724,-0.397217,-0.683594,-1.28474,0.481857,0.689229,-1,1
2881,'2017/04/09 16:42:14:409',25,0.612305,0.016357,-0.397339,-0.68335,-1.285092,0.482764,0.688942,-1,1
2882,'2017/04/09 16:42:14:433',25,0.612427,0.016174,-0.397583,-0.683167,-1.285341,0.483501,0.689184,-1,1
2883,'2017/04/09 16:42:14:454',25,0.612427,0.016357,-0.397766,-0.682983,-1.285331,0.483478,0.689688,-1,1
2884,'2017/04/09 16:42:14:470',25,0.612549,0.016785,-0.398071,-0.682678,-1.285731,0.483363,0.690669,-1,1
2885,'2017/04/09 16:42:14:492',25,0.612671,0.016968,-0.398315,-0.682434,-1.286076,0.483537,0.691277,-1,1
2886,'2017/04/09 16:42:14:515',25,0.612732,0.017212,-0.398499,-0.682251,-1.286275,0.483476,0.691852,-1,1
2887,'2017/04/09 16:42:14:536',25,0.612732,0.017212,-0.398438,-0.682312,-1.286298,0.483389,0.691752,-1,1
2888,'2017/04/09 16:42:14:553',25,0.612732,0.017273,-0.398438,-0.682312,-1.286318,0.483295,0.69182,-1,1
2889,'2017/04/09 16:42:14:575',25,0.612915,0.01709,-0.398499,-0.682129,-1.286753,0.483834,0.691637,-1,1
2890,'2017/04/09 16:42:14:590',25,0.612976,0.01709,-0.398499,-0.682068,-1.286918,0.483891,0.691596,-1,1
2891,'2017/04/09 16:42:14:612',25,0.612915,0.01709,-0.398499,-0.682068,-1.28673,0.483836,0.691594,-1,1
2892,'2017/04/09 16:42:14:634',25,0.612976,0.017029,-0.39856,-0.682007,-1.286875,0.484072,0.691628,-1,1
2893,'2017/04/09 16:42:14:651',25,0.612915,0.016907,-0.398682,-0.682007,-1.286648,0.484374,0.691775,-1,1
2894,'2017/04/09 16:42:14:679',25,0.612732,0.016968,-0.398804,-0.682129,-1.286151,0.48428,0.692208,-1,1
2895,'2017/04/09 16:42:14:695',25,0.61261,0.017151,-0.398865,-0.682129,-1.285834,0.483972,0.692551,-1,1
2896,'2017/04/09 16:42:14:710',25,0.612671,0.017151,-0.398865,-0.682129,-1.286023,0.484027,0.692553,-1,1
2897,'2017/04/09 16:42:14:732',25,0.612549,0.017029,-0.398987,-0.682129,-1.285607,0.484274,0.692699,-1,1
2898,'2017/04/09 16:42:14:754',25,0.612427,0.016968,-0.398987,-0.682251,-1.285257,0.484253,0.692712,-1,1
2899,'2017/04/09 16:42:14:771',25,0.61261,0.016907,-0.398926,-0.682129,-1.285755,0.484433,0.692422,-1,1
2900,'2017/04/09 16:42:14:792',25,0.61261,0.016357,-0.398743,-0.682251,-1.285622,0.485022,0.691466,-1,1
2901,'2017/04/09 16:42:14:815',25,0.61261,0.016052,-0.39856,-0.682373,-1.285569,0.485234,0.690783,-1,1
2902,'2017/04/09 16:42:14:831',25,0.612488,0.015747,-0.398499,-0.682495,-1.28514,0.485507,0.690382,-1,1
2903,'2017/04/09 16:42:14:851',25,0.61261,0.015747,-0.398376,-0.682434,-1.285492,0.48545,0.690058,-1,1
2904,'2017/04/09 16:42:14:875',25,0.612671,0.015259,-0.398438,-0.682434,-1.285525,0.486343,0.689658,-1,1
2905,'2017/04/09 16:42:14:890',25,0.61261,0.015076,-0.398438,-0.682434,-1.285277,0.48657,0.689453,-1,1
2906,'2017/04/09 16:42:14:912',25,0.61261,0.015015,-0.398438,-0.682495,-1.285282,0.486663,0.689427,-1,1
2907,'2017/04/09 16:42:14:935',25,0.612427,0.014648,-0.398438,-0.682678,-1.28467,0.487057,0.689143,-1,1
2908,'2017/04/09 16:42:14:951',25,0.612366,0.014526,-0.398499,-0.682678,-1.284443,0.487275,0.689148,-1,1
2909,'2017/04/09 16:42:14:972',25,0.612244,0.014404,-0.398438,-0.6828,-1.284073,0.487265,0.688952,-1,1
2910,'2017/04/09 16:42:14:995',25,0.612244,0.014465,-0.398438,-0.6828,-1.284093,0.487171,0.68902,-1,1
2911,'2017/04/09 16:42:15:010',25,0.612244,0.014221,-0.398254,-0.682922,-1.284061,0.487291,0.688405,-1,1
2912,'2017/04/09 16:42:15:032',25,0.612122,0.014038,-0.398132,-0.683105,-1.283696,0.487289,0.68804,-1,1
2913,'2017/04/09 16:42:15:054',25,0.611938,0.013733,-0.398132,-0.683289,-1.283105,0.48759,0.687825,-1,1
2914,'2017/04/09 16:42:15:070',25,0.611938,0.013489,-0.39801,-0.68335,-1.283051,0.487796,0.687311,-1,1
2915,'2017/04/09 16:42:15:092',25,0.611938,0.013184,-0.397888,-0.683411,-1.282978,0.488098,0.686729,-1,1
2916,'2017/04/09 16:42:15:114',25,0.611816,0.013123,-0.397827,-0.683594,-1.282653,0.487992,0.686643,-1,1
2917,'2017/04/09 16:42:15:130',25,0.611694,0.013184,-0.397827,-0.683655,-1.282318,0.487786,0.686751,-1,1
2918,'2017/04/09 16:42:15:152',25,0.611633,0.013123,-0.397888,-0.683716,-1.282135,0.487908,0.686867,-1,1
2919,'2017/04/09 16:42:15:174',25,0.611572,0.013062,-0.39801,-0.683716,-1.281928,0.488117,0.687083,-1,1
2920,'2017/04/09 16:42:15:190',25,0.611572,0.013123,-0.397949,-0.683716,-1.281946,0.487938,0.687008,-1,1
2921,'2017/04/09 16:42:15:212',25,0.61145,0.013062,-0.397888,-0.683838,-1.281597,0.487834,0.68688,-1,1
2922,'2017/04/09 16:42:15:234',25,0.611328,0.012878,-0.398071,-0.683838,-1.281163,0.488261,0.687103,-1,1
2923,'2017/04/09 16:42:15:250',25,0.611389,0.012817,-0.398193,-0.683777,-1.28131,0.488581,0.68728,-1,1
2924,'2017/04/09 16:42:15:272',25,0.611389,0.012878,-0.398132,-0.683777,-1.281328,0.488402,0.687205,-1,1
2925,'2017/04/09 16:42:15:294',25,0.611145,0.012756,-0.398193,-0.68396,-1.280607,0.48845,0.687335,-1,1
2926,'2017/04/09 16:42:15:310',25,0.611145,0.013,-0.398376,-0.683838,-1.280637,0.488329,0.687949,-1,1
2927,'2017/04/09 16:42:15:332',25,0.611145,0.013306,-0.398499,-0.683777,-1.28071,0.488028,0.68853,-1,1
2928,'2017/04/09 16:42:15:354',25,0.611145,0.01355,-0.39856,-0.683716,-1.280764,0.487736,0.6889,-1,1
2929,'2017/04/09 16:42:15:370',25,0.610962,0.013611,-0.398621,-0.683899,-1.28029,0.487555,0.689234,-1,1
2930,'2017/04/09 16:42:15:392',25,0.61084,0.013489,-0.399048,-0.683716,-1.279804,0.48823,0.68997,-1,1
2931,'2017/04/09 16:42:15:414',25,0.610718,0.013428,-0.399353,-0.683655,-1.279386,0.488638,0.690573,-1,1
2932,'2017/04/09 16:42:15:430',25,0.610596,0.013489,-0.399292,-0.683777,-1.279075,0.488345,0.690579,-1,1
